count	reward_sum	squared_reward_sum	length
542	82.93763526752099	10063.779503381174	771
543	74.86776420017097	10060.544778060974	738
544	-42.50757297797585	10022.114612995105	229
545	138.55154272429934	10081.73352736176	1074
546	-48.19991807270924	10020.755620554073	228
547	-33.08517043947295	10027.539359770864	276
548	133.16414449060863	10079.024011553603	994
549	-5.386252631831454	10037.376773927901	377
550	309.1390476160923	107.38885806761319	1266
551	-20.258664761073547	10030.151478810954	323
552	309.0148932361277	105.70259044433477	1290
553	165.21717917416294	10088.2115338862	1178
554	-34.15414175683581	10023.936236809508	326
555	168.3505935356747	10091.827132976996	1118
556	9.565397768725532	10039.913923237118	452
557	-10.966058805924277	10031.618181049545	390
558	32.280796715791894	10048.084011980567	535
559	-11.462799320275394	10031.416350173131	397
560	307.9529286637208	110.75296272372248	1240
561	307.271897240417	103.01186554005771	1309
562	77.89802784539495	10061.728822388106	752
563	-6.386894575179809	10029.211412240002	449
564	-64.40164100355159	10013.417868438934	166
565	306.46631585340873	102.70677896081366	1264
566	99.79832652172772	10069.356038616266	852
567	302.2828805205337	100.1688856181695	1342
568	2.1742995192514485	10032.488788677361	458
569	53.24191855824242	10051.69860817277	673
570	-49.64945803902466	10019.339693237991	211
571	-38.31081377736419	10023.246287224125	259
572	-34.860518551942164	10025.252619129053	279
573	305.6695940924224	100.82590588658196	1304
574	-3.069847503586601	10035.747227991926	376
575	-54.91467847017583	10015.440350407207	225
576	-14.0535154820342	10032.414664692882	327
577	-24.541241217542023	10025.79136017009	341
578	-86.6030150640728	10006.184702679397	80
579	93.55681412503921	10069.55592025574	844
580	-3.697823979564589	10034.980703892907	439
581	-48.99893702857557	10021.826976922339	185
582	-75.93544352859354	10010.765846283626	106
583	-45.33942402389926	10022.912474171844	191
584	-71.68186031492093	10011.721010255416	128
585	-36.12686736345823	10026.589707440826	248
586	-20.707527068945765	10029.174877501278	339
587	-23.06085460464635	10029.083468589413	358
588	-48.6892586409372	10021.000975993762	202
589	-35.76518114447265	10025.510445894673	262
590	-13.61882364501757	10032.55477187786	340
591	40.75496332350542	10048.623480257409	610
592	131.76185898316956	10083.578804194043	957
593	-8.452329073791859	10032.119345074316	427
594	-65.49203909887484	10014.66743688093	149
595	-55.11725809519081	10017.393692062587	201
596	-58.29964703014707	10017.565371263921	183
597	-30.48905963264413	10027.127218172029	299
598	-64.91205901091922	10015.787431178383	142
599	-56.464171994730584	10016.857163204651	203
